1.1 a,1.1 b,1.2 b,1.3 b,2.1 b,2.2 b,2.3 b,3.1b,3.2 b,3.3 b,4 b 
778,29.5,27.3,0.2,2.4,0.8,0,8.8,13.8,50.1,0
779,30,28.2,0.2,3.2,0.8,0,9.2,13.8,50.1,0
780,30.7,29.1,0.2,3.2,0.8,0,9.2,13.8,50.1,0
781,30.9,30.3,0.2,2.8,0.8,0,9.6,13.8,50,0
782,31.3,32.1,0.2,2.8,0.8,0,9.6,13.8,50.1,0
783,32.3,33.8,0.2,3.2,0.8,0,10,13.8,50.1,0
784,33,33.5,0.2,3.6,0.8,0,10,13.8,50,0
785,32.7,33.5,0.2,3.6,0.8,0,10,13.8,50,0
786,32,35,0.2,3.4,0.8,0,10,13.7,50,0
787,31.7,35.2,0.2,3.5,0.8,0,10,13.7,50,0
788,31.4,34.3,0.2,3.7,0.8,0,10,13.8,50,0
789,31.5,35.1,0.2,3.9,0.8,0,10,13.8,50,0
790,31.5,36,0.2,3.9,0.8,0,10,13.8,50,0
791,32,36,0.3,3.9,0.8,0,10,13.8,49.9,0
792,31.8,37.2,0.3,3.9,0.8,0,10,13.8,50.1,0
793,32.4,36.8,0.4,3.9,0.8,0,10,13.8,50.1,0
794,31.3,36.4,0.4,3.6,0.8,0,10,13.9,50,0
795,29.6,34.8,0.4,3.2,0.8,0,10,13.9,50,0
796,28.8,34.9,0.5,2.8,1.2,0,9.6,13.9,50,0
797,29.5,35.6,0.5,2.5,1.2,0,9.6,13.9,50,0
798,31.7,36.5,0.5,2.4,1.2,0,9.6,13.9,50,0
799,31.8,38.9,0.6,2.4,1.2,0,9.6,13.9,50.1,0
800,33.3,41.1,0.8,2.5,1.2,0,9.6,13.9,50,0
801,33.2,41.9,0.8,2.9,1.2,0,9.6,13.8,50,0
802,34.1,43.4,0.8,3.4,1.2,0,9.6,13.9,50,0
803,35.1,45.1,0.8,4.3,1.2,0,9.6,13.9,50,0
804,36,46,0.8,5.4,1.2,0,9.6,13.9,50.1,0
805,36,45.7,0.8,6.4,1.2,0,9.6,13.8,50.1,0
806,35.9,45.4,0.8,7.5,1.2,0,9.6,13.9,50.2,0
807,35.1,47,0.8,8.7,1.2,0,9.6,13.9,50.2,0
808,35.7,47.8,0.8,10.1,1.2,0.4,9.6,13.9,50.2,0
809,37,49,0.8,11.7,1.2,0.4,9.6,13.9,50.2,0
810,36.8,48.2,0.8,13.3,1.2,0.4,9.6,14,50.2,0
811,36,46.6,0.8,15.3,1.2,0.4,9.6,14,50.2,0
812,35.2,46.8,0.9,17,1.2,0.4,10,14,50.2,0
813,34.8,48,0.9,18.7,1.2,0.4,10,14,50.2,0
814,36,48.8,1,20.8,1.2,0.4,10,14.1,50.2,0
815,35.7,49.5,1,22.6,1.2,0.4,9.6,14.1,50.2,0
816,34.6,48.4,1.1,23.5,1.2,0.4,9.6,14.1,50.3,0
817,33.8,48,1.2,23.5,1.2,0.4,9.6,14.1,50.2,0
818,33.9,48.4,1.2,22.7,1.2,0.4,9.6,14.1,50.2,0
819,33.9,47.9,1.2,21.7,1.2,0.4,9.6,14,50.2,0
820,33.8,48.2,1.2,20.3,1.2,0.4,9.6,14,50.2,0
821,34,49,1.2,18.5,1.2,0.4,9.6,14,50.3,0
822,34,49.3,1.2,17.4,1.2,0.4,9.6,14,50.3,0
823,34.1,50.4,1.2,16.9,1.2,0.4,9.6,14,50.2,0
824,34.7,54,1.2,15.9,1.2,0.4,9.6,14,50.2,0
825,36.2,56,1.2,15,1.2,0.4,9.6,13.9,50.2,0
826,38.3,56.8,1.2,14.7,1.2,0.4,9.6,13.9,50.3,0
827,39.8,57.3,1.3,14.7,1.2,0.4,9.6,13.9,50.2,0
828,39,58.1,1.3,15.1,1.2,0.4,10,13.9,50.2,0
829,39.3,59.4,1.3,16.2,1.2,0.4,10,14,50.2,0
830,40.4,61.5,1.7,17.1,1.2,0.4,10,14,50.2,0
831,40.5,60.6,1.6,17.7,1.2,0.4,10,14,50.2,0
832,40.3,59.2,1.9,17.7,1.6,0.4,10.4,14.3,50.2,0.3
833,39.6,60,1.6,17,1.2,0.4,10.4,14.3,50.2,0.2
834,39.5,61.2,1.7,15.4,1.2,0.4,10.4,14.3,50.1,0.2
835,41.5,63.5,2,13.4,1.2,0.4,10.4,14.3,50.1,0.2
836,41.6,63.6,1.7,11.7,1.2,0.4,10.4,14.3,50.1,0.2
837,40.8,62,2,10.4,1.2,0.4,10.4,14.3,50.1,0.2
838,41.2,61.3,1.6,8.9,1.2,0.4,10.4,14.3,50.1,0.2
839,40.4,60.8,1.8,7.6,1.2,0.4,10.4,14.2,50.1,0.2
840,39.5,61.3,1.6,6.4,1.2,0.4,10.4,14.2,50.2,0.2
841,41.1,63,1.9,5.7,1.2,0.4,10.4,14.2,50.1,0.2
842,42.7,65,2,5.3,1.2,0.4,10.4,14.2,50.1,0.2
843,43.9,65.8,2,5.6,1.2,0.4,10.4,14.1,50,0.2
844,44.8,66.6,2,6,1.2,0.4,10.4,14.2,50.1,0.2
845,44,66,2,6.5,1.2,0.4,10.4,14.2,50.1,0.2
846,44.2,65.2,2,6.9,1.2,0.4,10.4,14.3,50.1,0.2
847,44.3,65.2,1.6,7.3,1.2,0.4,10.4,14.2,50.1,0.2
848,43,65,2,8.1,1.2,0.4,10,14.4,50,0.2
849,42.2,63.3,1.6,8.3,1.2,0.4,9.6,14.4,50,0.2
850,42.5,62.8,1.6,8.6,1.2,0.4,10,14.5,49.9,0.2
851,43.3,64,1.6,8.3,1.2,0.4,10,14.6,50,0.2
852,43.7,65.1,1.6,7.8,1.2,0.4,10,14.6,50,0.1
853,43.9,67,1.6,7.2,1.2,0.4,10,14.6,50,0.1
854,45.3,70,1.6,6.8,1.2,0.4,10,14.7,50,0.1
855,45.9,70.2,1.6,6.6,1.2,0.4,10,14.7,50,0.1
856,46.4,69.3,1.6,6.4,1.2,0.4,10,14.7,50,0.1
857,48.3,71,1.6,5.6,1.2,0.4,10,14.7,50,0.1
858,48,72.8,1.6,4.7,1.2,0.4,10.4,14.7,50.1,0.1
859,47.5,71.5,1.6,4.3,1.2,0.4,10.4,14.6,50,0.1
860,48,69.9,1.5,4.3,1.2,0.4,10.4,14.6,50.1,0.1
861,48.2,70.2,1.4,4.4,1.2,0.4,10.4,14.5,50.1,0.1
862,47,71.7,1.4,4.3,1.2,0.4,10.4,14.5,50.1,0.1
863,46.6,71.7,1.2,4,1.2,0.4,10.4,14.6,50.1,0.1
864,46.7,73.3,1.2,4.4,1.2,0.4,10.4,14.6,50.1,0.1
865,47.6,77.3,1.2,4.8,1.2,0.4,10.4,14.6,50.1,0.1
866,48.6,77.7,1.2,5.2,1.2,0.4,10.4,14.8,50.1,0.1
867,49.6,77.4,1,5.1,1.2,0.4,10.4,14.9,50.1,0.1
868,50.8,76.9,1,4.5,1.2,0.4,10.4,14.9,50.1,0.1
869,49.9,76.8,1,4.1,1.2,0.8,10.4,15.1,50.1,0.1
870,48.9,76,1,3.7,1.2,0.8,10.4,15.4,50.1,0.1
871,49.6,75.6,1,3.3,1.2,0.4,10.4,15.4,50.1,0.1
872,51,77.1,1,3,1.6,0.4,10.4,15.6,50.1,0.1
873,49.5,74.4,1,3.1,2,0.4,10.4,15.7,50.1,0.1
874,47.7,73.1,1,3.1,2,0.4,10.4,15.8,50.1,0.1
875,48,74.8,0.9,3.2,2,0.8,10.4,15.9,50.1,0.1
876,48.1,76.5,0.8,3,1.6,0.8,10.4,16,50.1,0.1
877,50.2,77.3,0.8,3,2,0.8,10.4,16,50.1,0.1
878,51.4,75.2,0.8,2.6,2,0.8,10.4,16.1,50.2,0.1
879,51.5,76.4,0.6,2.3,2,0.8,10.4,16,50.2,0.1
880,51.1,77.5,0.6,1.9,2.4,0.8,10.4,16.1,50.3,0.1
881,50,80.2,0.8,1.5,3.2,0.8,10.8,16,50.3,0.1
882,49.7,80.4,0.8,1.3,3.6,0.4,11.2,15.9,50.2,0.1
883,52.1,80.6,0.8,1.2,4,0.8,11.2,15.8,50.3,0.1
884,52.8,79.3,0.8,1.2,4,0.8,11.2,15.8,50.3,0.1
885,51.2,77.3,0.8,1.2,3.6,0.8,11.2,15.7,50.2,0.1
886,50.9,79.4,0.8,1.2,3.6,0.8,11.2,15.6,50.2,0.1
887,50.5,74.8,0.8,1.4,3.6,0.4,11.2,15.5,50.2,0.1
888,52.5,72.5,0.8,1.8,3.6,0.8,11.2,15.5,50.2,0.1
889,53.6,77.1,1.2,2,3.2,1.2,11.2,15.3,50.2,0.1
890,54.2,77.5,1.2,2.1,2.8,1.2,11.2,15.2,50.2,0.1
891,53,75.1,1.2,2.1,2.8,1.2,11.6,15.1,50.3,0.1
892,52.8,72.8,1.2,2.3,3.2,1.2,12,15.1,50.3,0.1
893,52.6,73.8,1.2,2.3,4,1.2,11.6,14.9,50.3,0.1
894,52.8,74.6,1.6,2.3,4.8,1.2,11.2,14.9,50.3,0.1
895,53.2,75.9,2,2.4,6,1.2,11.2,14.9,50.3,0.1
896,52.9,77.2,1.9,2.8,8,1.2,11.6,15,50.5,0.4
897,52.9,76,2,2.8,9.6,1.2,11.2,14.8,50.4,0.4
898,53.9,74.8,2,2.7,11.2,1.2,11.2,14.8,50.4,0.4
899,54.8,73.2,1.6,2.7,11.2,1.6,11.2,14.8,50.3,0.4
900,54.8,71.6,2,2.4,12.8,2,11.2,14.9,50.3,0.4
901,54.4,71.6,2.3,2.4,14,2.4,11.2,14.9,50.3,0.4
902,54.2,71.9,2.4,2.4,14.8,3.6,11.6,15.1,50.3,0.4
903,53.5,71.9,3.1,2.4,15.6,6,11.6,15.2,50.4,0.4
904,53.5,74.6,3.9,2.7,15.6,9.6,11.6,15.2,50.4,0.3
905,54,74.6,4,2.7,15.6,12,11.6,15.3,50.4,0.2
906,56.5,72.6,4,2.5,15.2,13.2,11.6,15.4,50.4,0.2
907,57.2,73,4,2,15.6,14.8,12,15.4,50.3,0.2
908,56.4,73.6,4,1.6,15.6,14.8,12.8,15.4,50.3,0.2
909,56.1,74.5,4.4,1.3,14.8,15.2,13.2,15.2,50.4,0.2
910,56.8,75.3,4.5,1.2,15.6,15.2,13.2,15.3,50.4,0.2
911,57.6,75.3,4.4,1.2,17.2,16.4,13.2,15.3,50.4,0.2
912,58.1,73.3,3.9,1.2,17.2,18,13.2,15.2,50.4,0.2
913,59.1,70.5,4.2,1.2,16.4,18.8,13.6,15.1,50.4,0.2
914,60.1,66.4,4.7,1.2,15.2,20.4,13.6,15.1,50.4,0.2
915,58.9,62.4,5.9,1.2,16.8,21.2,13.6,14.9,50.4,0.2
916,56.7,63.9,6,1.2,19.2,21.2,14.4,14.9,50.4,0.2
917,54.5,64.9,7.1,1.2,18.8,21.2,14.8,15,50.4,0.2
918,52.5,67,7.7,1.2,21.2,22.4,14.8,15.1,50.4,0.2
919,51.1,69,7.4,1.2,22.4,22,14.8,15.2,50.5,0.2
920,51.5,69.4,7.4,1.2,24.4,20.8,15.2,15.3,50.6,0.2
921,52.1,70.4,8.8,1.2,24.8,20,15.2,15.3,50.7,0.2
922,54.1,68.6,9.6,1.1,25.2,20.4,15.2,15.4,50.7,0.2
923,54.7,66.5,10.4,1,28.4,20.8,15.2,15.3,50.8,0.2
924,55.9,66.3,11.6,0.9,30.8,21.2,15.6,15.5,51,0.2
925,55,67.7,11.9,0.9,28.4,22,15.6,15.6,51.1,0.2
926,54.5,68.1,12.1,0.9,26.8,22,14.8,15.7,51.2,0.2
927,54,67.5,12.5,1.2,24.4,21.2,14.4,15.7,51.2,0.1
928,54.7,66.3,12.9,1.2,20,19.2,14.4,15.7,51.3,0.1
929,56,66.5,14,1.2,18.4,20,14.4,15.7,51.3,0.1
930,55.9,67.5,14.8,1.2,14.4,21.6,14,15.8,51.4,0.1
931,56.3,69.1,14.8,1.2,12.4,22,14,16,51.5,0.1
932,57,69.7,15.1,1.2,9.6,22,13.6,16.3,51.6,0.1
933,56.2,68.9,13.3,1.2,7.6,23.2,13.6,16.5,51.6,0.1
934,57.5,69.2,13.7,1.1,6.4,25.6,13.2,16.8,51.5,0.1
935,58.3,68.8,16.4,1.2,5.6,24.8,13.2,17.1,51.4,0.1
936,59.5,68.4,19.6,1.2,4.8,22,13.6,17.6,51.5,0.1
937,60.7,69.3,21.2,1.2,4,18.8,14.4,18.1,51.3,0.1
938,60.4,67.4,19.7,1.2,3.6,16.8,15.2,18.8,51.3,0.1
939,60.3,64.6,17.6,1.2,3.6,14,16,19.4,51.3,0.1
940,61.9,63,17.9,1.2,4,9.6,17.2,20.1,51.2,0.1
941,62.5,62.2,18.6,1.2,3.2,6.8,18.8,20.8,51.2,0.1
942,61,60.7,20.1,1.2,2.8,4.8,20.4,21.3,51.2,0.1
943,59.9,59,21.2,1.2,2.8,3.2,22,21.8,51.2,0.1
944,58.5,58.1,22,1.2,3.2,2.4,24.4,22.2,51.3,0.1
945,58.5,59.3,23.3,1.4,2.8,1.6,28.4,22.4,51.3,0.1
946,57.5,58.8,25.2,1.7,2.8,1.2,30.8,22.6,51.4,0.1
947,56.8,59.6,28.6,1.6,2.8,1.2,32.8,22.9,51.4,0.1
948,58,57.4,28.7,1.5,3.2,1.2,34.8,23,51.5,0.1
949,59.6,55.3,29.5,1.5,4.4,1.2,36,23,51.6,0.2
950,59.7,54.3,31.1,1.3,3.6,1.2,38.8,23.1,51.8,0.2
951,59.5,53.6,30,1.2,4.4,1.2,41.6,23.2,52,0.2
952,58.3,52.9,29.2,1.2,4.4,1.2,43.6,23.7,52.1,0.2
953,59.1,53.4,30.5,1.2,4.4,1.2,44.4,24.4,52.2,0.2
954,58.8,54,30.9,1.2,4.8,1.2,44.8,25.2,52.3,0.2
955,57.7,55.1,30.1,1.2,4.4,1.2,45.6,25.5,52.3,0.2
956,58.1,56.4,31.7,1.2,3.6,1.2,47.6,26,52.4,0.2
957,58.1,55.5,33.2,1.2,4.4,1.6,49.2,26.8,52.5,0.2
958,58.8,53.5,34,1.2,3.6,1.6,50.4,28.3,52.7,0.2
959,60.8,52.5,33.5,1.2,3.6,1.6,50,30.2,52.9,0.2
960,63.1,51.9,35.3,1.6,4,1.2,49.2,32.9,53.5,0.4
961,61.9,52,38.7,1.6,3.6,1.2,47.6,33.6,53.6,0.4
962,61.4,51.8,39.8,1.6,4,1.2,46,34.6,53.9,0.4
963,60.4,50.5,38.6,1.6,3.6,1.2,45.6,35.4,54,0.4
964,60.6,51,38.7,1.7,3.2,1.2,45.6,36.2,54.2,0.4
965,60.9,52.4,39.4,1.8,4,1.2,44,37,54.4,0.4
966,60.7,53,41.3,1.6,3.6,1.2,42.4,38.2,54.6,0.3
967,59.8,54,39.8,2,3.6,1.6,40.8,39.3,54.8,0.3
968,60.7,54.9,39.2,2.5,3.2,1.6,40.4,40,55,0.3
969,61.7,52.9,39.8,3.6,3.2,2,40.8,40.1,55.2,0.3
970,61.7,51.4,39.2,4,4,2,42.4,40.2,55.3,0.3
971,63.5,50.1,38.8,4,3.2,1.6,42.8,39.9,55.4,0.3
972,64.3,49.3,40.5,4.8,3.2,1.6,42,39.5,55.4,0.3
973,64.7,47.3,42.3,6,3.2,2,42.4,39.1,55.2,0.3
974,64,47.3,42.3,6.5,3.2,2.4,43.2,38.8,55,0.3
975,63.6,48,43,6.3,3.2,2,44,38.5,54.9,0.3
976,63.3,46.8,46.5,5.6,3.2,1.6,44.8,38.6,54.8,0.3
977,60.5,46.1,50.1,5.3,3.2,2,45.6,38.5,54.6,0.3
978,60.7,46.1,52.2,5.6,3.6,1.6,47.2,38.5,54.5,0.4
979,61.1,46.5,56.8,5.7,4,1.6,49.2,38.4,54.3,0.4
980,62.9,46.4,62.7,5.3,4,1.2,51.2,38.2,54,0.4
981,60.9,46,64.9,5,4,1.2,52,38,53.8,0.3
982,60.5,46,64.9,5.3,4,1.2,52.4,38.1,53.7,0.3
983,62.5,45.4,66.4,7,4,1.2,52.4,37.9,53.6,0.3
984,62.9,43.8,67.5,9.7,4.8,1.2,53.2,37.8,53.4,0.3
985,63.8,42.3,65.1,11.3,4.8,1.2,54,37.1,53.3,0.3
986,63.1,40.9,62.2,11.7,5.6,1.2,55.6,36.7,53.2,0.3
987,64.9,40.1,62.6,12,6,1.2,56,36.3,53.3,0.3
988,65.7,40.5,63.8,13.1,6.4,1.2,54.4,35.7,53.6,0.3
989,63,40,66.4,14.7,6.4,1.2,52.4,35.5,53.9,0.3
990,62.3,39.6,69.4,16.1,6.4,0.8,50.8,35.1,54.4,0.4
991,60.5,37.9,70.6,16.1,7.6,1.2,50,34.7,54.8,0.4
992,61.4,37.3,71.5,15.2,7.6,1.6,49.6,34.1,55.6,0.4
993,62,36.1,72.8,13.5,8.8,1.6,48.4,33.7,56.6,0.4
994,61.9,35.6,73.2,11.8,10.4,1.2,48,33.9,57.6,0.4
995,61.7,35.6,70.1,10.7,11.2,1.2,47.6,34.5,58.8,0.4
996,62.1,36.3,68.7,9.4,13.6,1.2,47.6,35.4,60.2,0.4
997,62.5,36,69.7,8,14,1.2,49.2,36.7,61.5,0.4
998,62.9,35.4,75,6.9,15.2,1.2,52.4,38.5,63,0.4
999,62.1,34.9,74.7,5.9,15.2,1.6,54.8,40.7,64.4,0.4
1000,62.5,33.3,73.3,5.2,15.6,2,56.8,43.2,65.8,0.4
1001,63.4,32,72.8,5.2,18.4,1.6,57.6,46,66.8,0.4
1002,66.2,31.9,73.5,5.7,22.8,1.2,59.2,49.4,67.7,0.4
1003,67.6,30.7,73.3,6.7,30.4,2,60.8,52.6,68.5,0.4
1004,68,29.1,73.7,8.1,36.4,3.6,62.4,55.6,69,0.4
1005,66.1,28.1,77.2,9.9,42.4,5.6,64.4,58.5,69.4,0.4
1006,64.5,27.6,80,12.3,49.6,6.4,68,61.3,69.5,0.4
1007,64.3,26.8,82.9,15.5,58,6.8,72.4,63.2,69.6,0.4
1008,63.9,26.7,83.4,19.4,64.8,6.8,76.4,64.4,69.5,0.4
1009,63.1,26.9,84,23.7,65.6,7.6,79.6,65.5,69.4,0.4
1010,63.2,26.5,83.6,28.5,62,10.8,82,66.1,69,0.4
1011,62.9,25.4,86.7,33.7,57.2,16.8,82.8,66.3,68.2,0.4
1012,61.7,25.5,87.8,40.7,53.2,23.6,83.2,65.5,67.3,0.4
1013,61.2,24.8,86.5,49,47.6,28.4,82.4,64.1,66.2,0.4
1014,63.6,23.3,84.1,56.8,43.2,30,80.8,61.8,64.9,0.4
1015,64.2,22.3,79.2,63.9,41.6,32.4,78.8,59.3,63.5,0.4
1016,63.6,21.9,78.4,70.1,43.6,35.6,76.4,56.7,62,0.4
1017,66.7,20.6,81.2,74.1,48,38.4,74.8,53.1,60.8,0.4
1018,67.5,20.3,80.4,75.9,52,41.2,74.8,49.8,59.9,0.4
1019,66.7,20.5,80,75.8,55.6,45.2,74.4,46.6,59.2,0.4
1020,64.9,19.8,77.9,75.4,57.2,48,73.6,43.9,58.5,0.4
1021,64.4,19.3,76.8,75.4,60.8,48.4,72.4,41.6,58,0.4
1022,64.1,19.1,77.5,74.3,65.2,48.8,70.8,39.2,57.5,0.4
1023,62.8,17.9,77.9,71.7,66.8,53.2,68.8,37,57,0.4
1024,63.4,17.3,78.3,68.8,68,59.6,67.2,34.5,56.5,0.4
1025,62.5,16.7,78.7,68.5,70.8,64,65.2,34,56.4,0.4
1026,63.3,16.4,78.4,67.5,74.4,69.2,63.6,33.6,56.5,0.4
1027,63.6,16,80.6,67.1,75.2,74.4,64,33.5,56.6,0.4
1028,63.5,15.9,84.4,69,73.2,76.4,66.4,33.7,56.6,0.4
1029,63,15.6,85.3,71.8,73.6,78.8,69.6,34.5,56.7,0.4
1030,63.7,15.6,82.7,73.8,77.2,80.4,72.4,35.4,56.8,0.4
1031,63.1,16.3,79.6,75.4,78,81.6,75.2,36.4,56.8,0.4
1032,60.9,16,76.4,76.9,73.6,82,79.2,37.6,57.1,0.4
1033,59.1,16,76.1,76.3,66.4,82,83.2,38.8,57.2,0.4
1034,59.8,15.6,77.2,73.7,56.4,80.4,84.8,40.1,57,0.4
1035,59.8,14.8,77,70.1,48,76.4,85.2,41.4,56.7,0.4
1036,60.2,14.6,79.2,66.3,42,70.8,84.8,42.9,56.4,0.4
1037,61.4,14.4,79.6,62.2,39.2,65.6,84,44.4,56,0.4
1038,61.3,14.4,77.5,57.9,33.6,64,83.2,45.6,55.7,0.4
1039,61.9,14.1,74.1,53.4,25.6,66.8,83.2,46.4,55.5,0.4
1040,63.2,13.6,74.3,48.9,17.6,74,83.2,46.8,55.4,0.4
1041,62.3,13.2,71.6,45.4,12.8,77.6,83.2,47,55.8,0.4
1042,61.1,12.9,65.7,42,10,75.2,82,46.8,56.1,0.4
1043,59.8,12.9,62.8,38.4,8.4,72.4,80.8,46.5,56.8,0.4
1044,61,12.1,62.8,35.2,6.8,71.6,81.2,46,57.7,0.4
1045,60.9,11.8,64.1,31.9,5.2,69.2,82,45.5,58.9,0.4
1046,60.7,11.7,67.9,29.1,4.4,60,82.4,45.1,60.1,0.4
1047,59.7,11.2,67.5,26.5,3.6,45.6,81.2,44.3,61.3,0.4
1048,58.1,11.3,68.9,24.9,3.6,31.2,80.8,43.7,63,0.4
1049,56.3,10.9,72.4,23.4,3.6,20.4,80.4,43,64.8,0.4
1050,57.3,10.6,72.4,22.1,4,12.4,80,42.2,66.3,0.4
1051,57.9,10.4,72.8,20.9,4.4,7.6,79.2,41.1,67.5,0.4
1052,59.3,10.3,68.2,20.5,4.8,5.6,77.2,39.9,68.5,0.4
1053,58.4,10.1,63.8,20.8,5.2,5.2,75.6,38.8,69.3,0.4
1054,58.5,9.8,64.3,21.9,5.2,4.4,75.2,37.9,70,0.4
1055,58.8,9.3,62,22.7,5.6,3.2,74,37,70.3,0.4
1056,61.2,9.1,60.4,22.4,4.8,2.8,71.6,36.2,70.2,0.4
1057,61.6,8.6,60,20.5,4.8,2.8,68,35.1,69.9,0.4
1058,60.7,8.5,61.2,17.7,4.8,2,66,33.8,69.4,0.4
1059,60.9,8,62.6,15.6,4.4,2.4,64,32.5,68.8,0.4
1060,61.9,8,65.9,13.9,4.8,2.8,62.8,31.3,68.1,0.4
1061,62.7,7.6,67.6,12.5,4.4,2.8,61.6,30.6,67.1,0.4
1062,65.4,7.3,67.2,11.5,4.8,2.4,61.2,30.3,66.3,0.4
1063,64.6,6.8,62.7,10.4,4.8,2,61.2,30.2,65.4,0.5
1064,63.6,6.5,60.2,9.6,4.4,1.6,60,30,64.8,0.5
1065,61.4,6.2,60.2,9.2,4.8,1.6,57.2,29.4,64.2,0.5
1066,60.1,5.9,57.6,9.2,4.4,1.2,54,28.6,64,0.5
1067,58.6,5.4,54.5,9.2,4,0.8,51.2,27.8,63.9,0.4
1068,60.8,5.3,51.7,8.7,4.4,0.8,48.4,27.4,64.2,0.4
1069,63.6,5.1,51,8,4,1.2,44.8,27.4,64.7,0.4
1070,64.9,4.8,51.8,7.4,4.8,1.2,42.8,27.5,65.5,0.4
1071,65.5,4.8,51.8,7.7,4.8,1.2,42.4,27.4,66.8,0.5
1072,66.7,4.8,49.1,7.6,4,1.2,42,27,68.6,0.5
1073,63.3,4.8,46.9,6.8,4,1.2,40.8,26.6,70.4,0.5
1074,60.2,4.8,45.6,6.8,3.6,1.2,40.4,26.2,72.1,0.4
1075,59.2,4.8,46.3,7.2,4,1.2,40,26,73.4,0.4
1076,58.1,4.6,47,6.8,3.6,1.2,37.6,25.8,74.1,0.4
1077,58.3,4.5,48.6,6,3.2,1.6,34.4,25.6,74,0.4
1078,59,4.3,46.4,5.2,4.4,1.6,31.2,25.4,73.6,0.4
1079,61.9,4,43.8,4.6,4,1.2,30.4,25.2,73.1,0.4
1080,65,4,43,3.9,4,1.2,30.8,25.1,72.6,0.4
1081,66.2,4,39.7,3.2,3.6,1.2,30.8,24.8,72,0.4
1082,65.4,4,37,2.5,3.2,0.8,29.6,24.4,71.3,0.5
1083,65.1,4,35.1,2.4,5.6,1.2,28.4,24,70.2,0.6
1084,62.1,4,34.4,2.4,6,1.2,27.6,23.9,68.7,0.5
1085,58.3,3.8,33.8,2.4,5.6,1.2,27.6,23.9,67.1,0.5
1086,56.4,3.6,32.4,2.4,4.4,1.2,28,23.8,65.6,0.5
1087,53.4,3.6,31.5,2.5,4.8,1.6,28.4,23.6,64.1,0.5
